2,2020-05-26 10:17:46.012,18ff7400,ff 0f 27 00 02 00 00 00
4,2020-05-26 10:17:46.012,18ff1200,00 00 00 00 00 00 00 00
4,2020-05-26 10:17:46.023,18ff1300,00 00 00 00 00 00 00 00
3,2020-05-26 10:17:46.030,18ff7601,d0 01 00 00 00 00 00 00
4,2020-05-26 10:17:46.034,18ff1600,ff ff ff ff 00 00 00 00
4,2020-05-26 10:17:46.053,18ff6001,d7 05 db 03 00 01 00 01
2,2020-05-26 10:17:46.056,18ff7500,10 00 00 00 00 00 00 00
3,2020-05-26 10:17:46.058,cff3134,00 01 00 57 00 10 14 85
4,2020-05-26 10:17:46.065,18ff1001,f4 03 1b 04 00 00 00 00
3,2020-05-26 10:17:46.078,18ff7701,da 06 21 07 20 08 5e 08
4,2020-05-26 10:17:46.078,18ff1101,ed 03 1a 04 00 00 00 00
4,2020-05-26 10:17:46.090,18ff1201,00 00 00 00 00 00 00 00
1,2020-05-26 10:17:46.099,cf02ae2,ec 7c 29 7d 11 7d 00 05
1,2020-05-26 10:17:46.100,8f02de2,f6 7c 1b 7d cb 80 00 00
2,2020-05-26 10:17:46.100,18ff7600,00 00 00 00 00 00 00 00
1,2020-05-26 10:17:46.101,cf029e2,55 cf 7d 20 ba 7c 00 05
4,2020-05-26 10:17:46.102,18ff1301,00 00 00 00 00 00 00 00
4,2020-05-26 10:17:46.113,18ff1601,ff ff ff ff 00 00 00 00
2,2020-05-26 10:17:46.118,cff3334,00 00 00 00 01 00 00 00
3,2020-05-26 10:17:46.125,18ff7801,e3 03 02 04 da 04 e5 04
2,2020-05-26 10:17:46.146,18ff7700,69 08 8a 08 17 08 32 08
4,2020-05-26 10:17:46.169,18ff6000,da 05 ef 03 00 01 00 01
3,2020-05-26 10:17:46.171,18ff3001,03 01 27 f1 03 8d 14 e2
4,2020-05-26 10:17:46.180,18ff1000,bc 03 ff 03 00 00 00 00
2,2020-05-26 10:17:46.191,18ff7800,20 06 fa 05 e6 04 dc 04
4,2020-05-26 10:17:46.192,18ff1100,db 03 ff 03 00 00 00 00
1,2020-05-26 10:17:46.199,cf02ae2,eb 7c 2b 7d 13 7d 00 05
1,2020-05-26 10:17:46.200,8f02de2,f6 7c 1a 7d c8 80 00 00
1,2020-05-26 10:17:46.201,cf029e2,70 ce 7d 24 bc 7c 00 05
3,2020-05-26 10:17:46.217,18ff7001,00 00 00 00 00 00 00 00
4,2020-05-26 10:17:46.225,18fff000,00 00 00 00 00 00 00 00
2,2020-05-26 10:17:46.236,18ff3000,03 01 27 f1 03 8d 14 42
2,2020-05-26 10:17:46.238,cff3134,00 01 00 7a 00 10 14 85
4,2020-05-26 10:17:46.251,18ff6001,d7 05 da 03 00 01 00 01
3,2020-05-26 10:17:46.264,18ff7101,14 08 09 08 fc 07 da 05
4,2020-05-26 10:17:46.265,18ff1001,f3 03 1f 04 00 00 00 00
4,2020-05-26 10:17:46.277,18ff1101,ec 03 1d 04 00 00 00 00
2,2020-05-26 10:17:46.280,18ff7000,00 00 00 00 00 00 00 00
3,2020-05-26 10:17:46.298,cff3134,00 01 00 55 00 10 14 85
1,2020-05-26 10:17:46.299,cf02ae2,e9 7c 29 7d 11 7d 00 05
1,2020-05-26 10:17:46.300,8f02de2,f7 7c 1c 7d c9 80 00 00
1,2020-05-26 10:17:46.301,cf029e2,64 ce 7d 8b ba 7c 00 05
3,2020-05-26 10:17:46.312,18ff7201,00 08 22 08 19 08 ef 03
2,2020-05-26 10:17:46.326,18ff7100,06 08 10 08 15 08 d7 05
3,2020-05-26 10:17:46.358,18ff7301,23 07 60 08 03 04 e8 04
2,2020-05-26 10:17:46.371,18ff7200,19 08 34 08 f6 07 da 03
4,2020-05-26 10:17:46.371,18ff1000,bc 03 00 04 00 00 00 00
4,2020-05-26 10:17:46.382,18ff1100,d9 03 fe 03 00 00 00 00
1,2020-05-26 10:17:46.399,cf02ae2,e9 7c 2f 7d 0c 7d 00 05
1,2020-05-26 10:17:46.400,8f02de2,f5 7c 1c 7d c9 80 00 00
1,2020-05-26 10:17:46.401,cf029e2,b6 d0 7d 40 b7 7c 00 05
3,2020-05-26 10:17:46.403,18ff7401,ff 0f 2b 00 02 00 00 00
2,2020-05-26 10:17:46.415,18ff7300,8a 08 32 08 fa 05 d9 04
3,2020-05-26 10:17:46.451,18ff7501,1f 00 88 13 14 00 00 00
4,2020-05-26 10:17:46.451,18ff6001,d7 05 db 03 00 01 00 01
2,2020-05-26 10:17:46.459,18ff7400,ff 0f 28 00 02 00 00 00
4,2020-05-26 10:17:46.463,18ff1001,f4 03 1b 04 00 00 00 00
4,2020-05-26 10:17:46.475,18ff1101,ec 03 19 04 00 00 00 00
2,2020-05-26 10:17:46.478,cff3134,00 01 00 77 00 10 14 85
3,2020-05-26 10:17:46.499,18ff7601,da 01 00 00 00 00 00 00
1,2020-05-26 10:17:46.499,cf02ae2,e9 7c 28 7d 11 7d 00 05
1,2020-05-26 10:17:46.500,8f02de2,f5 7c 1c 7d c8 80 00 00
1,2020-05-26 10:17:46.501,cf029e2,b8 d0 7d 8d b5 7c 00 05
2,2020-05-26 10:17:46.505,18ff7500,13 00 00 00 01 00 01 00
3,2020-05-26 10:17:46.538,cff3134,00 01 00 56 00 10 14 85
3,2020-05-26 10:17:46.545,18ff7701,da 06 25 07 20 08 60 08
4,2020-05-26 10:17:46.561,18ff1000,bb 03 00 04 00 00 00 00
4,2020-05-26 10:17:46.572,18ff1100,dd 03 fe 03 00 00 00 00
3,2020-05-26 10:17:46.590,18ff7801,e3 03 03 04 da 04 e7 04
2,2020-05-26 10:17:46.594,18ff7700,69 08 8a 08 17 08 35 08
1,2020-05-26 10:17:46.599,cf02ae2,e9 7c 2b 7d 13 7d 00 05
1,2020-05-26 10:17:46.600,8f02de2,f5 7c 1c 7d c9 80 00 00
1,2020-05-26 10:17:46.601,cf029e2,2f d3 7d 36 b5 7c 00 05
3,2020-05-26 10:17:46.638,18ff3001,03 01 27 f1 03 8d 14 e3
2,2020-05-26 10:17:46.638,18ff7800,20 06 00 06 e6 04 d8 04
4,2020-05-26 10:17:46.662,18ff1001,f6 03 1d 04 00 00 00 00
4,2020-05-26 10:17:46.674,18ff1101,ed 03 1a 04 00 00 00 00
2,2020-05-26 10:17:46.684,18ff3000,03 01 27 f1 03 8d 14 43
1,2020-05-26 10:17:46.699,cf02ae2,e7 7c 23 7d 0d 7d 00 05
1,2020-05-26 10:17:46.700,8f02de2,f6 7c 1c 7d c8 80 00 00
1,2020-05-26 10:17:46.701,cf029e2,17 d4 7d d0 b9 7c 00 05
