492.99911,1,cff2180,4,8,b0,0,0,0,0,0,0,0,189452,1999-12-31 19:08:07
493.00185,2,18ffb129,4,8,72,2,5d,2,1,8,70,9,189453,1999-12-31 19:08:07
493.0055,1,cf02ae2,4,8,88,7c,70,7d,76,7a,0,5,189454,1999-12-31 19:08:07
493.00606,1,8f02de2,4,8,24,7d,1c,7d,93,80,0,0,189455,1999-12-31 19:08:07
493.00661,1,cf029e2,4,8,9e,1,7e,22,37,7c,0,5,189456,1999-12-31 19:08:07
493.01345,2,cff3134,4,8,2,0d,e8,3,90,10,0c,0c,189457,1999-12-31 19:08:07
493.01348,4,cff3234,4,8,0,0,0,0,0,0,0,0,189458,1999-12-31 19:08:07
493.01549,1,cf02ae2,4,8,80,7c,6c,7d,76,7a,0,5,189459,1999-12-31 19:08:07
493.01604,1,8f02de2,4,8,23,7d,17,7d,ab,80,0,0,189460,1999-12-31 19:08:07
493.0166,1,cf029e2,4,8,bc,0,7e,5e,37,7c,0,5,189461,1999-12-31 19:08:07
493.0255,1,cf02ae2,4,8,7f,7c,70,7d,72,7a,0,5,189462,1999-12-31 19:08:07
493.02605,1,8f02de2,4,8,24,7d,16,7d,c5,80,0,0,189463,1999-12-31 19:08:07
493.02661,1,cf029e2,4,8,c8,ff,7d,95,37,7c,0,5,189464,1999-12-31 19:08:07
493.03548,1,cf02ae2,4,8,81,7c,77,7d,72,7a,0,5,189465,1999-12-31 19:08:07
493.03605,1,8f02de2,4,8,23,7d,15,7d,e0,80,0,0,189466,1999-12-31 19:08:07
493.0366,1,cf029e2,4,8,d0,fe,7d,d6,37,7c,0,5,189467,1999-12-31 19:08:07
493.03847,2,18ff3029,4,8,0,0,0,0,0,0,90,1,189468,1999-12-31 19:08:07
493.0455,1,cf02ae2,4,8,88,7c,78,7d,77,7a,0,5,189469,1999-12-31 19:08:07
493.04607,1,8f02de2,4,8,1f,7d,13,7d,fa,80,0,0,189470,1999-12-31 19:08:07
493.04663,1,cf029e2,4,8,de,fd,7d,25,38,7c,0,5,189471,1999-12-31 19:08:07
493.05549,1,cf02ae2,4,8,93,7c,75,7d,73,7a,0,5,189472,1999-12-31 19:08:07
493.05605,1,8f02de2,4,8,1a,7d,0e,7d,0e,81,0,0,189473,1999-12-31 19:08:07
493.05661,1,cf029e2,4,8,fe,fc,7d,78,38,7c,0,5,189474,1999-12-31 19:08:07
493.06549,1,cf02ae2,4,8,96,7c,6c,7d,6d,7a,0,5,189475,1999-12-31 19:08:07
493.06605,1,8f02de2,4,8,15,7d,0a,7d,1d,81,0,0,189476,1999-12-31 19:08:07
493.06661,1,cf029e2,4,8,37,fc,7d,c3,38,7c,0,5,189477,1999-12-31 19:08:07
493.07472,4,18ff3029,4,8,0,0,0,0,0,0,90,1,189478,1999-12-31 19:08:07
493.0755,1,cf02ae2,4,8,9f,7c,6c,7d,70,7a,0,5,189479,1999-12-31 19:08:07
493.07606,1,8f02de2,4,8,0f,7d,0b,7d,27,81,0,0,189480,1999-12-31 19:08:07
493.07614,3,18ff040a,4,8,0,0,0,0,0,0,0,0,189481,1999-12-31 19:08:07
493.07661,1,cf029e2,4,8,7a,fb,7d,f9,38,7c,0,5,189482,1999-12-31 19:08:07
493.08549,1,cf02ae2,4,8,b1,7c,65,7d,76,7a,0,5,189483,1999-12-31 19:08:07
493.08605,1,8f02de2,4,8,0d,7d,0c,7d,30,81,0,0,189484,1999-12-31 19:08:07
493.08661,1,cf029e2,4,8,d6,fa,7d,2c,39,7c,0,5,189485,1999-12-31 19:08:07
493.09155,4,cab0000,4,8,0,0,1,4,6b,10,0,0,189486,1999-12-31 19:08:07
493.09549,1,cf02ae2,4,8,be,7c,5a,7d,75,7a,0,5,189487,1999-12-31 19:08:07
493.09604,1,8f02de2,4,8,0e,7d,0b,7d,35,81,0,0,189488,1999-12-31 19:08:07
493.0966,1,cf029e2,4,8,5e,fa,7d,4f,39,7c,0,5,189489,1999-12-31 19:08:07
493.10549,1,cf02ae2,4,8,c9,7c,54,7d,71,7a,0,5,189490,1999-12-31 19:08:07
493.10604,1,8f02de2,4,8,0e,7d,0d,7d,37,81,0,0,189491,1999-12-31 19:08:07
493.1066,1,cf029e2,4,8,7,fa,7d,57,39,7c,0,5,189492,1999-12-31 19:08:07
493.10912,1,cff2180,4,8,b0,0,0,0,0,0,0,0,189493,1999-12-31 19:08:07
493.11114,2,18ffb229,4,8,29,5,f9,7,fc,7,f3,5,189494,1999-12-31 19:08:07
493.11202,3,18ff0701,4,8,0,0,0,0,0,0,0,0,189495,1999-12-31 19:08:07
493.1155,1,cf02ae2,4,8,d6,7c,48,7d,70,7a,0,5,189496,1999-12-31 19:08:07
493.11605,1,8f02de2,4,8,0e,7d,12,7d,39,81,0,0,189497,1999-12-31 19:08:07
493.1166,1,cf029e2,4,8,cd,f9,7d,4e,39,7c,0,5,189498,1999-12-31 19:08:07
493.123,4,18ff8c28,4,8,0,0,0,0,0,0,0,0,189499,1999-12-31 19:08:07
493.12549,1,cf02ae2,4,8,ea,7c,37,7d,71,7a,0,5,189500,1999-12-31 19:08:07
493.12605,1,8f02de2,4,8,10,7d,17,7d,39,81,0,0,189501,1999-12-31 19:08:07
493.1266,1,cf029e2,4,8,b5,f9,7d,25,39,7c,0,5,189502,1999-12-31 19:08:07
493.13042,4,18ff8728,4,8,10,0,0,5,0,2,0c,0,189503,1999-12-31 19:08:07
493.13549,1,cf02ae2,4,8,f1,7c,2e,7d,74,7a,0,5,189504,1999-12-31 19:08:07
493.13605,1,8f02de2,4,8,12,7d,17,7d,35,81,0,0,189505,1999-12-31 19:08:07
493.1366,1,cf029e2,4,8,cc,f9,7d,d4,38,7c,0,5,189506,1999-12-31 19:08:07
493.13787,4,18ff8e28,4,8,0,0,fe,0f,52,e8,3,2,189507,1999-12-31 19:08:07
493.1414,3,18ff0409,4,8,0,2,0,0,0,0,0,0,189508,1999-12-31 19:08:07
493.14286,3,18ff0402,4,8,0,2,0,0,0,0,0,0,189509,1999-12-31 19:08:07
493.14537,2,18ffc028,4,8,b1,10,c0,ff,28,0,9e,21,189510,1999-12-31 19:08:07
493.14549,1,cf02ae2,4,8,f5,7c,2a,7d,6e,7a,0,5,189511,1999-12-31 19:08:07
493.14604,1,8f02de2,4,8,14,7d,16,7d,2e,81,0,0,189512,1999-12-31 19:08:07
493.1466,1,cf029e2,4,8,f6,f9,7d,6d,38,7c,0,5,189513,1999-12-31 19:08:07
493.14778,2,18ffb329,4,8,0b,6,b6,5,fc,7,fd,7,189514,1999-12-31 19:08:07
493.1482,3,18ff0401,4,8,0,5,0,0,0,0,0,0,189515,1999-12-31 19:08:07
493.15293,2,18ffc128,4,8,4d,5,b1,5,5,8,f3,7,189516,1999-12-31 19:08:07
493.1555,1,cf02ae2,4,8,f9,7c,29,7d,6a,7a,0,5,189517,1999-12-31 19:08:07
493.15606,1,8f02de2,4,8,19,7d,15,7d,24,81,0,0,189518,1999-12-31 19:08:07
493.15662,1,cf029e2,4,8,2b,fa,7d,fb,37,7c,0,5,189519,1999-12-31 19:08:07
493.16037,2,18ffc228,4,8,ff,7,e9,7,56,0c,4d,0c,189520,1999-12-31 19:08:07
493.1655,1,cf02ae2,4,8,ff,7c,22,7d,6d,7a,0,5,189521,1999-12-31 19:08:07
493.16605,1,8f02de2,4,8,1e,7d,14,7d,1a,81,0,0,189522,1999-12-31 19:08:07
493.1666,1,cf029e2,4,8,6a,fa,7d,84,37,7c,0,5,189523,1999-12-31 19:08:07
493.1755,1,cf02ae2,4,8,3,7d,25,7d,71,7a,0,5,189524,1999-12-31 19:08:07
493.17606,1,8f02de2,4,8,22,7d,13,7d,0e,81,0,0,189525,1999-12-31 19:08:07
493.17661,1,cf029e2,4,8,b9,fa,7d,fd,36,7c,0,5,189526,1999-12-31 19:08:07
493.18426,2,18ffb429,4,8,97,8,84,9,ef,4,80,9,189527,1999-12-31 19:08:07
493.1855,1,cf02ae2,4,8,fa,7c,28,7d,65,7a,0,5,189528,1999-12-31 19:08:07
493.18606,1,8f02de2,4,8,27,7d,11,7d,0,81,0,0,189529,1999-12-31 19:08:07
493.18662,1,cf029e2,4,8,0f,fb,7d,7e,36,7c,0,5,189530,1999-12-31 19:08:07
493.1955,1,cf02ae2,4,8,ec,7c,2f,7d,62,7a,0,5,189531,1999-12-31 19:08:07
493.19606,1,8f02de2,4,8,2a,7d,0e,7d,f0,80,0,0,189532,1999-12-31 19:08:07
493.19662,1,cf029e2,4,8,4e,fb,7d,5,36,7c,0,5,189533,1999-12-31 19:08:07
493.20549,1,cf02ae2,4,8,ea,7c,32,7d,66,7a,0,5,189534,1999-12-31 19:08:07
493.20604,1,8f02de2,4,8,2a,7d,0b,7d,dc,80,0,0,189535,1999-12-31 19:08:07
493.2066,1,cf029e2,4,8,6d,fb,7d,9d,35,7c,0,5,189536,1999-12-31 19:08:07
493.21244,3,18ff0801,4,8,0,0,0,0,0,1f,0,0,189537,1999-12-31 19:08:07
493.21549,1,cf02ae2,4,8,e2,7c,37,7d,62,7a,0,5,189538,1999-12-31 19:08:07
493.21605,1,8f02de2,4,8,2a,7d,0b,7d,c9,80,0,0,189539,1999-12-31 19:08:07
493.21661,1,cf029e2,4,8,83,fb,7d,3d,35,7c,0,5,189540,1999-12-31 19:08:07
493.21912,1,cff2180,4,8,b0,0,0,0,0,0,0,0,189541,1999-12-31 19:08:07
493.22063,2,18ffb529,4,8,0,0,0,0,0,0,0,0,189542,1999-12-31 19:08:07
493.2255,1,cf02ae2,4,8,d2,7c,3f,7d,5f,7a,0,5,189543,1999-12-31 19:08:07
493.22606,1,8f02de2,4,8,29,7d,0e,7d,b9,80,0,0,189544,1999-12-31 19:08:07
493.22662,1,cf029e2,4,8,85,fb,7d,ea,34,7c,0,5,189545,1999-12-31 19:08:07
493.23394,4,cab0001,4,8,0,0,1,4,6b,10,0,0,189546,1999-12-31 19:08:07
493.23549,1,cf02ae2,4,8,c2,7c,53,7d,5c,7a,0,5,189547,1999-12-31 19:08:07
493.23605,1,8f02de2,4,8,26,7d,12,7d,ab,80,0,0,189548,1999-12-31 19:08:07
493.23661,1,cf029e2,4,8,5f,fb,7d,ae,34,7c,0,5,189549,1999-12-31 19:08:07
493.24549,1,cf02ae2,4,8,b7,7c,55,7d,5e,7a,0,5,189550,1999-12-31 19:08:07
